date,zone,crop_type,soil_moisture_%,temperature_C,humidity_%,rainfall_mm,irrigation_applied_mm,growth_stage,month,quarter,season,ET0,water_supply,WSI,IES,drought_risk_score
2021-07-11,Zone_A,Sugarcane,64.04,32.0,79.1,21.64,6.43,Flowering,7,3,Monsoon,51.96,19.01,6.34,100.0,8.15
2021-07-12,Zone_A,Cotton,55.56,32.7,71.8,16.92,7.83,Harvesting,7,3,Monsoon,52.64,16.54,6.86,100.0,9.3
2021-07-13,Zone_C,Wheat,81.66,34.3,84.2,22.42,9.37,Harvesting,7,3,Monsoon,55.66,21.32,6.17,100.0,7.34
2021-07-14,Zone_B,Cotton,61.81,27.0,84.0,10.91,6.92,Harvesting,7,3,Monsoon,44.7,11.79,7.36,100.0,7.34
2021-07-15,Zone_A,Cotton,82.88,33.0,91.2,27.43,1.56,Sowing,7,3,Monsoon,54.06,20.14,6.27,100.0,6.9
2021-07-16,Zone_D,Sugarcane,76.52,32.4,94.9,29.47,2.43,Harvesting,7,3,Monsoon,53.34,22.09,5.86,100.0,7.03
2021-07-17,Zone_B,Cotton,77.88,25.6,82.7,29.38,8.42,Flowering,7,3,Monsoon,42.54,25.62,3.98,100.0,3.94
2021-07-18,Zone_C,Cotton,61.04,28.9,78.6,24.99,2.09,Harvesting,7,3,Monsoon,47.28,18.75,6.03,100.0,7.3
2021-07-19,Zone_D,Rice,62.03,27.8,74.6,12.6,0.73,Vegetative,7,3,Monsoon,45.43,9.26,7.96,100.0,7.86
2021-07-20,Zone_A,Cotton,70.64,28.0,70.1,25.17,7.03,Flowering,7,3,Monsoon,45.5,21.84,5.2,100.0,5.85
2021-07-21,Zone_B,Sugarcane,60.16,34.8,82.7,10.49,4.03,Flowering,7,3,Monsoon,56.33,9.76,8.27,100.0,10.26
2021-07-22,Zone_D,Cotton,64.16,31.4,83.9,10.44,9.2,Flowering,7,3,Monsoon,51.29,12.83,7.5,100.0,8.54
2021-07-23,Zone_B,Sugarcane,64.64,32.2,90.6,16.47,6.5,Sowing,7,3,Monsoon,52.83,15.43,7.08,100.0,8.53
2021-07-24,Zone_A,Wheat,59.79,34.8,82.6,19.77,0.9,Sowing,7,3,Monsoon,56.33,14.38,7.45,100.0,9.88
2021-07-25,Zone_B,Cotton,61.16,28.8,92.9,25.41,9.48,Flowering,7,3,Monsoon,47.85,23.48,5.09,100.0,6.79
2021-07-26,Zone_D,Cotton,78.66,33.0,85.7,23.67,2.59,Vegetative,7,3,Monsoon,53.78,18.12,6.63,100.0,7.42
2021-07-27,Zone_B,Cotton,60.02,29.3,91.0,18.92,3.37,Flowering,7,3,Monsoon,48.5,15.27,6.85,100.0,7.91
2021-07-28,Zone_C,Wheat,55.85,33.7,73.7,15.47,4.02,Sowing,7,3,Monsoon,54.24,13.24,7.56,100.0,9.92
2021-07-29,Zone_C,Rice,73.88,26.8,91.4,29.94,0.51,Vegetative,7,3,Monsoon,44.77,21.26,5.25,100.0,5.25
2021-07-30,Zone_D,Cotton,84.28,34.5,86.9,18.52,4.97,Flowering,7,3,Monsoon,56.1,15.95,7.16,100.0,7.69
2021-07-31,Zone_B,Sugarcane,64.94,27.2,74.3,19.03,1.23,Sowing,7,3,Monsoon,44.52,14.06,6.84,100.0,6.88
2021-08-01,Zone_D,Rice,58.56,28.3,74.7,13.27,4.01,Vegetative,8,3,Monsoon,46.18,11.7,7.47,100.0,8.04
2021-08-02,Zone_B,Rice,72.11,32.6,93.2,25.9,3.51,Harvesting,8,3,Monsoon,53.56,20.24,6.22,100.0,7.62
2021-08-03,Zone_A,Rice,82.19,28.9,70.8,23.87,7.73,Harvesting,8,3,Monsoon,46.89,21.35,5.45,100.0,5.32
2021-08-04,Zone_C,Cotton,78.52,31.1,81.6,14.42,8.03,Flowering,8,3,Monsoon,50.73,14.91,7.06,100.0,7.08
2021-08-05,Zone_A,Wheat,73.68,29.4,77.8,11.65,1.53,Harvesting,8,3,Monsoon,47.99,9.07,8.11,100.0,7.48
2021-08-06,Zone_B,Wheat,64.45,32.4,86.6,23.61,3.67,Sowing,8,3,Monsoon,52.93,18.73,6.46,100.0,8.29
2021-08-07,Zone_A,Cotton,71.26,27.3,91.0,23.09,3.73,Vegetative,8,3,Monsoon,45.5,18.4,5.96,100.0,5.97
2021-08-08,Zone_D,Sugarcane,57.74,25.6,79.0,15.47,1.51,Flowering,8,3,Monsoon,42.35,11.74,7.23,100.0,7.18
2021-08-09,Zone_D,Sugarcane,75.37,28.0,80.7,29.02,7.98,Vegetative,8,3,Monsoon,46.04,25.1,4.55,100.0,5.15
2021-08-10,Zone_B,Sugarcane,76.75,29.7,94.5,13.02,7.07,Vegetative,8,3,Monsoon,49.28,13.36,7.29,100.0,6.91
2021-08-11,Zone_C,Cotton,83.95,26.7,89.6,18.65,1.9,Vegetative,8,3,Monsoon,44.53,14.19,6.81,100.0,5.2
2021-08-12,Zone_D,Wheat,62.81,28.5,92.4,28.87,3.67,Sowing,8,3,Monsoon,47.37,22.41,5.27,100.0,6.66
2021-08-13,Zone_C,Cotton,55.55,29.0,81.0,18.39,1.06,Flowering,8,3,Monsoon,47.55,13.51,7.16,100.0,8.34
2021-08-14,Zone_B,Wheat,71.37,25.6,75.9,22.77,6.28,Harvesting,8,3,Monsoon,42.2,19.71,5.33,100.0,5.14
2021-08-15,Zone_C,Rice,76.2,30.8,80.3,17.95,1.21,Vegetative,8,3,Monsoon,50.22,13.29,7.35,100.0,7.32
2021-08-16,Zone_B,Cotton,78.71,33.8,87.9,15.48,9.86,Vegetative,8,3,Monsoon,55.1,16.75,6.96,100.0,7.82
2021-08-17,Zone_A,Wheat,60.81,26.5,72.7,29.68,7.81,Vegetative,8,3,Monsoon,43.38,25.46,4.13,100.0,5.65
2021-08-18,Zone_B,Rice,62.85,31.0,76.8,18.19,3.9,Sowing,8,3,Monsoon,50.34,15.07,7.01,100.0,8.28
2021-08-19,Zone_A,Rice,70.38,31.6,71.2,27.88,5.79,Harvesting,8,3,Monsoon,50.96,22.99,5.49,100.0,7.09
2021-08-20,Zone_B,Cotton,64.92,29.2,80.8,14.6,9.11,Vegetative,8,3,Monsoon,47.84,15.69,6.72,100.0,7.43
2021-08-21,Zone_D,Wheat,80.82,32.0,90.7,14.26,5.54,Sowing,8,3,Monsoon,52.54,13.31,7.47,100.0,7.37
2021-08-22,Zone_D,Rice,69.21,29.1,70.6,10.62,1.74,Sowing,8,3,Monsoon,47.18,8.48,8.2,100.0,7.79
2021-08-23,Zone_C,Cotton,78.99,30.0,86.9,23.03,3.79,Vegetative,8,3,Monsoon,49.34,18.4,6.27,100.0,6.32
2021-08-24,Zone_B,Rice,72.42,25.1,93.3,17.37,8.43,Vegetative,8,3,Monsoon,42.32,17.22,5.93,100.0,5.2
2021-08-25,Zone_B,Sugarcane,78.19,31.9,75.9,27.29,6.44,Sowing,8,3,Monsoon,51.64,22.97,5.55,100.0,6.59
2021-08-26,Zone_B,Cotton,64.98,31.6,87.3,19.46,6.51,Sowing,8,3,Monsoon,51.77,17.53,6.61,100.0,8.09
2021-08-27,Zone_C,Rice,79.94,25.4,94.4,29.36,8.67,Vegetative,8,3,Monsoon,42.82,25.75,3.99,100.0,3.72
2021-08-28,Zone_D,Cotton,63.24,28.7,94.1,13.71,8.94,Sowing,8,3,Monsoon,47.76,14.96,6.87,100.0,7.49
2021-08-29,Zone_B,Cotton,71.38,34.8,75.9,27.37,9.2,Sowing,8,3,Monsoon,56.0,24.68,5.59,100.0,8.02
2021-08-30,Zone_C,Wheat,61.42,29.2,72.5,25.53,0.95,Vegetative,8,3,Monsoon,47.42,18.44,6.11,100.0,7.4
2021-08-31,Zone_B,Wheat,69.27,30.0,73.7,25.42,5.44,Vegetative,8,3,Monsoon,48.68,21.06,5.67,100.0,6.79
2021-09-01,Zone_A,Rice,64.55,34.1,87.6,26.9,7.41,Flowering,9,3,Post-Monsoon,55.53,23.28,5.81,100.0,8.47
2021-09-02,Zone_B,Cotton,63.0,32.2,88.1,25.22,7.57,Harvesting,9,3,Post-Monsoon,52.71,22.2,5.79,100.0,8.02
2021-09-03,Zone_A,Cotton,84.01,30.8,86.9,22.52,6.07,Vegetative,9,3,Post-Monsoon,50.54,19.41,6.16,100.0,6.1
2021-09-04,Zone_C,Sugarcane,59.8,33.0,78.4,12.62,1.67,Vegetative,9,3,Post-Monsoon,53.42,9.84,8.16,100.0,9.7
2021-09-05,Zone_C,Cotton,78.62,33.6,74.2,10.65,7.97,Vegetative,9,3,Post-Monsoon,54.11,12.24,7.74,100.0,8.16
2021-09-06,Zone_D,Wheat,84.52,29.6,84.5,28.42,7.2,Harvesting,9,3,Post-Monsoon,48.63,24.21,5.02,100.0,5.13
2021-09-07,Zone_B,Cotton,55.6,29.8,82.1,22.33,0.86,Flowering,9,3,Post-Monsoon,48.8,16.15,6.69,100.0,8.34
2021-09-08,Zone_C,Wheat,75.97,28.9,88.2,25.93,4.64,Sowing,9,3,Post-Monsoon,47.76,20.94,5.62,100.0,5.9
2021-09-09,Zone_D,Sugarcane,62.59,34.7,81.0,19.63,1.74,Harvesting,9,3,Post-Monsoon,56.1,14.78,7.37,100.0,9.59
2021-09-10,Zone_B,Rice,56.21,32.0,78.5,12.35,3.37,Vegetative,9,3,Post-Monsoon,51.92,10.67,7.94,100.0,9.57
2021-09-11,Zone_C,Wheat,67.09,25.8,77.3,12.5,0.18,Vegetative,9,3,Post-Monsoon,42.57,8.86,7.92,100.0,6.83
2021-09-12,Zone_A,Rice,83.06,33.6,75.3,23.71,4.0,Flowering,9,3,Post-Monsoon,54.17,19.0,6.49,100.0,7.18
2021-09-13,Zone_C,Rice,55.35,29.8,76.6,18.61,5.5,Flowering,9,3,Post-Monsoon,48.53,16.33,6.64,100.0,8.33
2021-09-14,Zone_A,Rice,72.64,25.7,72.4,14.01,6.2,Flowering,9,3,Post-Monsoon,42.17,13.53,6.79,100.0,5.79
2021-09-15,Zone_D,Rice,70.04,30.5,78.7,19.83,6.63,Sowing,9,3,Post-Monsoon,49.68,17.86,6.4,100.0,7.25
2021-09-16,Zone_D,Wheat,81.2,29.2,70.9,11.28,8.36,Harvesting,9,3,Post-Monsoon,47.34,12.91,7.27,100.0,6.4
2021-09-17,Zone_B,Sugarcane,57.52,33.8,74.7,21.64,2.15,Harvesting,9,3,Post-Monsoon,54.43,16.44,6.98,100.0,9.53
2021-09-18,Zone_B,Cotton,75.45,27.0,88.7,15.38,1.2,Flowering,9,3,Post-Monsoon,44.94,11.49,7.44,100.0,6.28
2021-09-19,Zone_B,Wheat,75.4,33.3,78.1,25.95,8.52,Sowing,9,3,Post-Monsoon,53.86,23.28,5.68,100.0,7.3
2021-09-20,Zone_D,Sugarcane,75.07,30.6,86.7,16.21,1.57,Harvesting,9,3,Post-Monsoon,50.24,12.29,7.55,100.0,7.45
2021-09-21,Zone_A,Cotton,83.27,25.5,87.9,19.1,9.75,Vegetative,9,3,Post-Monsoon,42.64,19.22,5.49,100.0,4.23
2021-09-22,Zone_B,Rice,79.69,34.7,84.5,10.23,8.43,Vegetative,9,3,Post-Monsoon,56.28,12.22,7.83,100.0,8.45
2021-09-23,Zone_B,Cotton,56.26,30.1,94.0,11.45,5.01,Vegetative,9,3,Post-Monsoon,49.85,11.02,7.79,100.0,8.92
2021-09-24,Zone_D,Cotton,69.13,27.9,70.5,17.85,9.81,Harvesting,9,3,Post-Monsoon,45.37,18.38,5.95,100.0,6.31
2021-09-25,Zone_A,Sugarcane,66.94,29.7,88.5,19.6,0.97,Flowering,9,3,Post-Monsoon,48.97,14.3,7.08,100.0,7.59
2021-09-26,Zone_C,Cotton,64.3,33.6,94.0,22.0,3.03,Vegetative,9,3,Post-Monsoon,55.1,17.22,6.87,100.0,8.87
2021-09-27,Zone_B,Rice,68.54,28.0,91.6,15.83,6.38,Flowering,9,3,Post-Monsoon,46.58,14.91,6.8,100.0,6.82
2021-09-28,Zone_C,Wheat,66.53,26.9,74.2,23.9,3.5,Sowing,9,3,Post-Monsoon,44.06,18.83,5.73,100.0,6.11
2021-09-29,Zone_C,Wheat,67.97,26.3,78.2,27.2,9.28,Vegetative,9,3,Post-Monsoon,43.36,24.61,4.32,100.0,5.11
2021-09-30,Zone_B,Sugarcane,84.38,28.0,74.3,25.6,0.66,Sowing,9,3,Post-Monsoon,45.72,18.32,5.99,100.0,5.14
2021-10-01,Zone_D,Rice,38.41,32.8,42.5,5.91,18.83,Flowering,10,4,Post-Monsoon,51.32,15.43,6.99,100.0,10.76
2021-10-02,Zone_B,Rice,39.16,29.7,36.8,7.7,17.81,Harvesting,10,4,Post-Monsoon,46.39,16.08,6.53,100.0,9.54
2021-10-03,Zone_A,Cotton,44.0,27.3,37.1,5.6,21.13,Flowering,10,4,Post-Monsoon,42.8,16.6,6.12,100.0,8.23
2021-10-04,Zone_A,Sugarcane,43.45,26.7,36.5,6.46,17.65,Vegetative,10,4,Post-Monsoon,41.88,15.11,6.39,100.0,8.23
2021-10-05,Zone_B,Rice,53.13,28.3,47.1,5.04,16.34,Vegetative,10,4,Post-Monsoon,44.8,13.33,7.02,100.0,8.25
2021-10-06,Zone_C,Rice,59.5,34.4,57.9,5.8,15.97,Flowering,10,4,Post-Monsoon,54.5,13.64,7.5,100.0,9.81
2021-10-07,Zone_A,Rice,57.84,28.4,49.9,2.43,10.4,Vegetative,10,4,Post-Monsoon,45.09,7.94,8.24,100.0,8.51
2021-10-08,Zone_A,Wheat,42.87,34.9,61.3,3.53,15.03,Vegetative,10,4,Post-Monsoon,55.41,11.49,7.93,100.0,11.51
2021-10-09,Zone_B,Wheat,42.36,29.9,52.3,4.17,24.64,Sowing,10,4,Post-Monsoon,47.46,17.7,6.27,100.0,9.22
2021-10-10,Zone_B,Wheat,63.97,26.8,54.1,4.83,23.1,Harvesting,10,4,Post-Monsoon,42.9,17.24,5.98,100.0,6.41
2021-10-11,Zone_D,Cotton,35.25,33.9,53.4,2.27,14.94,Flowering,10,4,Post-Monsoon,53.52,10.55,8.03,100.0,11.86
2021-10-12,Zone_B,Cotton,61.39,29.6,45.7,2.84,18.82,Sowing,10,4,Post-Monsoon,46.68,13.28,7.16,100.0,8.05
2021-10-13,Zone_B,Cotton,40.99,32.1,54.1,3.66,22.71,Vegetative,10,4,Post-Monsoon,50.86,16.19,6.82,100.0,10.26
2021-10-14,Zone_A,Rice,63.42,34.8,32.4,7.83,16.62,Sowing,10,4,Post-Monsoon,53.82,15.45,7.13,100.0,9.43
2021-10-15,Zone_A,Wheat,45.27,25.5,60.1,3.99,10.27,Harvesting,10,4,Post-Monsoon,41.26,8.96,7.83,100.0,8.44
2021-10-16,Zone_A,Rice,48.21,26.0,57.2,4.89,11.12,Flowering,10,4,Post-Monsoon,41.86,10.09,7.59,100.0,8.24
2021-10-17,Zone_C,Rice,56.21,32.2,38.6,3.18,17.66,Harvesting,10,4,Post-Monsoon,50.23,12.82,7.45,100.0,9.39
2021-10-18,Zone_A,Sugarcane,52.63,27.8,56.9,5.66,24.54,Harvesting,10,4,Post-Monsoon,44.54,18.69,5.8,100.0,7.53
2021-10-19,Zone_A,Rice,44.54,26.8,30.4,3.68,20.4,Sowing,10,4,Post-Monsoon,41.72,14.82,6.45,100.0,8.2
2021-10-20,Zone_B,Cotton,51.61,25.4,37.6,3.24,11.06,Sowing,10,4,Post-Monsoon,39.98,8.9,7.77,100.0,7.88
2021-10-21,Zone_D,Wheat,56.92,25.2,32.3,5.1,12.84,Harvesting,10,4,Post-Monsoon,39.42,11.27,7.14,100.0,7.08
2021-10-22,Zone_A,Wheat,36.27,32.7,57.3,2.03,21.57,Vegetative,10,4,Post-Monsoon,51.92,14.36,7.23,100.0,11.02
2021-10-23,Zone_D,Rice,35.34,26.3,56.5,2.05,22.62,Flowering,10,4,Post-Monsoon,42.28,15.01,6.45,100.0,8.79
2021-10-24,Zone_A,Cotton,48.74,29.7,58.5,3.31,19.27,Vegetative,10,4,Post-Monsoon,47.47,13.88,7.08,100.0,9.05
2021-10-25,Zone_A,Cotton,38.96,31.1,30.2,2.22,19.67,Vegetative,10,4,Post-Monsoon,48.16,13.36,7.23,100.0,10.33
2021-10-26,Zone_D,Cotton,54.93,29.3,47.5,2.65,10.43,Flowering,10,4,Post-Monsoon,46.32,8.11,8.25,100.0,9.02
2021-10-27,Zone_B,Wheat,41.42,25.3,54.7,4.03,22.43,Sowing,10,4,Post-Monsoon,40.68,16.28,6.0,100.0,7.78
2021-10-28,Zone_A,Cotton,47.99,32.8,35.4,6.82,21.82,Vegetative,10,4,Post-Monsoon,50.97,17.87,6.49,100.0,9.75
2021-10-29,Zone_D,Cotton,40.93,25.1,52.7,5.43,13.89,Sowing,10,4,Post-Monsoon,40.29,12.14,6.99,100.0,8.25
2021-10-30,Zone_A,Rice,51.45,32.6,32.9,5.08,20.63,Flowering,10,4,Post-Monsoon,50.55,15.93,6.85,100.0,9.59
2021-10-31,Zone_C,Sugarcane,38.48,33.9,36.3,3.76,13.22,Vegetative,10,4,Post-Monsoon,52.66,10.56,7.99,100.0,11.59
2021-11-01,Zone_C,Cotton,35.69,29.3,46.7,7.59,10.6,Sowing,11,4,Post-Monsoon,46.28,11.67,7.48,100.0,10.17
2021-11-02,Zone_C,Rice,36.53,30.4,52.9,4.38,13.02,Sowing,11,4,Post-Monsoon,48.24,10.88,7.74,100.0,10.57
2021-11-03,Zone_C,Rice,63.63,29.8,35.1,2.52,12.68,Vegetative,11,4,Post-Monsoon,46.46,9.37,7.98,100.0,8.34
2021-11-04,Zone_B,Cotton,39.27,28.9,36.5,5.7,15.07,Flowering,11,4,Post-Monsoon,45.18,13.03,7.12,100.0,9.59
2021-11-05,Zone_C,Sugarcane,56.25,33.9,37.2,2.68,16.28,Harvesting,11,4,Post-Monsoon,52.71,11.64,7.79,100.0,10.06
2021-11-06,Zone_D,Wheat,37.04,33.9,38.4,4.07,17.63,Sowing,11,4,Post-Monsoon,52.77,13.43,7.45,100.0,11.43
2021-11-07,Zone_A,Sugarcane,38.24,28.4,37.9,5.04,17.15,Flowering,11,4,Post-Monsoon,44.5,13.82,6.89,100.0,9.41
2021-11-08,Zone_D,Cotton,50.27,31.2,43.8,7.25,14.06,Vegetative,11,4,Post-Monsoon,48.99,13.51,7.24,100.0,9.46
2021-11-09,Zone_C,Sugarcane,48.95,34.3,52.9,4.96,10.44,Sowing,11,4,Post-Monsoon,54.1,9.74,8.2,100.0,10.97
2021-11-10,Zone_B,Rice,63.55,34.6,45.3,6.21,19.08,Sowing,11,4,Post-Monsoon,54.17,15.79,7.09,100.0,9.34
2021-11-11,Zone_C,Rice,63.35,30.1,57.2,7.96,15.94,Sowing,11,4,Post-Monsoon,48.01,15.14,6.85,100.0,7.89
2021-11-12,Zone_C,Sugarcane,58.39,29.5,55.2,2.79,14.48,Flowering,11,4,Post-Monsoon,47.01,10.64,7.74,100.0,8.55
2021-11-13,Zone_B,Wheat,53.06,27.8,34.4,3.65,23.0,Sowing,11,4,Post-Monsoon,43.42,16.35,6.23,100.0,7.71
2021-11-14,Zone_B,Sugarcane,48.65,34.6,31.7,4.37,21.2,Sowing,11,4,Post-Monsoon,53.49,15.78,7.05,100.0,10.51
2021-11-15,Zone_B,Cotton,45.69,26.4,60.7,4.53,22.87,Vegetative,11,4,Post-Monsoon,42.63,16.89,6.04,100.0,7.78
2021-11-16,Zone_B,Wheat,63.41,30.8,32.8,4.47,17.42,Sowing,11,4,Post-Monsoon,47.84,13.58,7.16,100.0,8.25
2021-11-17,Zone_B,Sugarcane,53.09,27.8,35.2,7.45,11.96,Flowering,11,4,Post-Monsoon,43.46,12.39,7.15,100.0,8.17
2021-11-18,Zone_B,Sugarcane,52.37,27.8,30.8,6.28,20.44,Vegetative,11,4,Post-Monsoon,43.24,16.66,6.15,100.0,7.73
2021-11-19,Zone_A,Wheat,41.96,29.0,52.0,5.65,13.09,Harvesting,11,4,Post-Monsoon,46.1,11.81,7.44,100.0,9.56
2021-11-20,Zone_C,Sugarcane,36.4,35.0,50.4,3.86,16.62,Vegetative,11,4,Post-Monsoon,55.02,12.67,7.7,100.0,11.94
2021-11-21,Zone_C,Cotton,63.36,25.5,64.5,6.94,10.98,Sowing,11,4,Post-Monsoon,41.48,11.45,7.24,100.0,6.7
2021-11-22,Zone_B,Rice,44.41,30.8,61.0,7.73,22.38,Harvesting,11,4,Post-Monsoon,49.25,18.84,6.17,100.0,9.27
2021-11-23,Zone_D,Cotton,48.28,25.8,44.4,6.93,11.89,Vegetative,11,4,Post-Monsoon,40.92,11.98,7.07,100.0,7.91
2021-11-24,Zone_B,Sugarcane,38.44,26.5,43.0,2.01,23.55,Sowing,11,4,Post-Monsoon,41.9,15.54,6.29,100.0,8.52
2021-11-25,Zone_A,Rice,60.11,29.4,40.4,5.82,22.96,Vegetative,11,4,Post-Monsoon,46.12,17.85,6.13,100.0,7.58
2021-11-26,Zone_D,Wheat,35.83,30.1,35.3,2.31,16.97,Flowering,11,4,Post-Monsoon,46.92,11.8,7.49,100.0,10.41
2021-11-27,Zone_A,Cotton,60.02,27.6,34.8,3.55,21.17,Sowing,11,4,Post-Monsoon,43.14,15.19,6.48,100.0,7.22
2021-11-28,Zone_D,Wheat,39.21,28.2,34.6,2.36,19.29,Flowering,11,4,Post-Monsoon,44.03,13.23,7.0,100.0,9.32
2021-11-29,Zone_D,Rice,61.6,25.9,34.0,5.62,22.05,Sowing,11,4,Post-Monsoon,40.55,17.16,5.77,100.0,6.23
2021-11-30,Zone_B,Sugarcane,56.89,28.0,38.4,6.12,16.48,Flowering,11,4,Post-Monsoon,43.92,14.17,6.77,100.0,7.73
2021-12-01,Zone_A,Rice,39.94,14.6,40.7,2.69,21.79,Harvesting,12,4,Winter,23.94,14.96,3.75,100.0,6.68
2021-12-02,Zone_D,Rice,51.97,10.7,63.7,4.3,16.94,Flowering,12,4,Winter,19.24,13.17,3.15,100.0,5.42
2021-12-03,Zone_A,Wheat,44.38,17.2,50.2,4.74,24.11,Vegetative,12,4,Winter,28.31,17.78,3.72,100.0,6.31
2021-12-04,Zone_B,Cotton,40.35,20.8,64.6,4.21,17.3,Sowing,12,4,Winter,34.43,13.33,6.13,100.0,7.84
2021-12-05,Zone_B,Rice,60.78,14.6,43.0,2.73,16.94,Vegetative,12,4,Winter,24.05,12.08,4.98,100.0,5.63
2021-12-06,Zone_B,Sugarcane,47.11,12.6,46.0,4.51,21.78,Flowering,12,4,Winter,21.2,16.22,2.35,100.0,5.41
2021-12-07,Zone_B,Rice,46.96,15.3,41.4,6.51,22.32,Sowing,12,4,Winter,25.02,17.95,2.83,100.0,5.66
2021-12-08,Zone_C,Wheat,40.1,10.6,36.4,2.43,18.32,Flowering,12,4,Winter,17.72,12.69,2.84,100.0,6.21
2021-12-09,Zone_D,Cotton,46.49,19.8,35.0,2.48,12.7,Harvesting,12,4,Winter,31.45,9.36,7.02,100.0,7.79
2021-12-10,Zone_C,Sugarcane,61.15,19.9,63.1,4.13,17.02,Harvesting,12,4,Winter,33.0,13.1,6.03,100.0,6.12
2021-12-11,Zone_B,Wheat,45.89,17.1,64.5,7.65,24.52,Harvesting,12,4,Winter,28.88,20.07,3.05,100.0,5.85
2021-12-12,Zone_D,Rice,63.55,14.2,31.6,6.01,21.29,Flowering,12,4,Winter,22.88,16.98,2.58,100.0,4.21
2021-12-13,Zone_D,Rice,63.39,19.6,35.3,6.07,22.17,Flowering,12,4,Winter,31.17,17.55,4.37,100.0,5.11
2021-12-14,Zone_A,Cotton,39.35,16.7,44.8,4.17,10.49,Harvesting,12,4,Winter,27.29,9.21,6.63,100.0,8.17
2021-12-15,Zone_B,Wheat,40.32,19.9,36.5,5.56,17.02,Flowering,12,4,Winter,31.67,14.1,5.55,100.0,7.55
2021-12-16,Zone_C,Wheat,60.88,17.6,42.7,2.06,19.7,Vegetative,12,4,Winter,28.54,13.26,5.35,100.0,5.8
2021-12-17,Zone_A,Cotton,46.78,19.4,34.5,5.82,22.45,Flowering,12,4,Winter,30.82,17.54,4.31,100.0,6.41
2021-12-18,Zone_D,Sugarcane,35.13,17.2,46.0,7.48,10.74,Vegetative,12,4,Winter,28.1,11.68,5.84,100.0,8.11
2021-12-19,Zone_C,Wheat,43.22,15.0,39.5,5.68,22.79,Harvesting,12,4,Winter,24.48,17.65,2.79,100.0,5.94
2021-12-20,Zone_B,Cotton,52.93,21.5,42.3,7.24,18.23,Flowering,12,4,Winter,34.36,16.01,5.34,100.0,6.44
2021-12-21,Zone_C,Wheat,58.98,16.5,33.3,6.34,12.96,Harvesting,12,4,Winter,26.42,12.21,5.38,100.0,5.97
2021-12-22,Zone_C,Cotton,39.0,17.3,45.0,2.72,14.76,Sowing,12,4,Winter,28.2,10.76,6.18,100.0,7.97
2021-12-23,Zone_C,Rice,38.32,12.6,64.4,7.41,14.23,Flowering,12,4,Winter,22.12,13.72,3.8,100.0,6.83
2021-12-24,Zone_A,Rice,62.66,17.5,41.5,2.4,17.96,Flowering,12,4,Winter,28.32,12.46,5.6,100.0,5.79
2021-12-25,Zone_D,Wheat,57.53,16.9,60.7,5.2,10.78,Harvesting,12,4,Winter,28.38,10.11,6.44,100.0,6.62
2021-12-26,Zone_C,Wheat,52.69,12.2,59.5,2.85,12.38,Harvesting,12,4,Winter,21.28,9.42,5.57,100.0,6.57
2021-12-27,Zone_D,Rice,58.08,10.7,63.3,2.07,22.19,Harvesting,12,4,Winter,19.21,14.76,2.32,100.0,4.51
2021-12-28,Zone_A,Sugarcane,47.87,17.3,57.7,4.53,11.99,Sowing,12,4,Winter,28.84,10.36,6.41,100.0,7.38
2021-12-29,Zone_B,Cotton,57.75,19.2,53.1,3.77,13.5,Sowing,12,4,Winter,31.46,10.74,6.59,100.0,6.68
2021-12-30,Zone_B,Sugarcane,46.15,16.3,60.0,4.92,16.8,Harvesting,12,4,Winter,27.45,13.52,5.07,100.0,6.84
2021-12-31,Zone_C,Sugarcane,42.32,12.7,32.6,5.46,17.76,Flowering,12,4,Winter,20.68,14.48,3.0,100.0,6.11
2022-01-01,Zone_A,Sugarcane,56.87,18.0,46.2,2.26,21.45,Flowering,1,1,Winter,29.31,14.45,5.07,100.0,5.99
2022-01-02,Zone_B,Rice,47.59,11.0,64.6,2.74,16.71,Harvesting,1,1,Winter,19.73,11.94,3.95,100.0,6.17
2022-01-03,Zone_A,Wheat,64.44,15.3,56.9,5.35,21.85,Vegetative,1,1,Winter,25.8,16.86,3.47,100.0,4.58
2022-01-04,Zone_A,Sugarcane,45.48,12.0,63.7,4.06,19.28,Sowing,1,1,Winter,21.18,14.41,3.2,100.0,5.96
2022-01-05,Zone_C,Rice,62.65,12.2,57.3,6.38,11.7,Sowing,1,1,Winter,21.16,11.49,4.57,100.0,5.27
2022-01-06,Zone_C,Cotton,62.99,12.4,60.6,5.91,12.34,Vegetative,1,1,Winter,21.63,11.54,4.66,100.0,5.29
2022-01-07,Zone_A,Wheat,42.26,14.6,54.7,7.07,16.56,Harvesting,1,1,Winter,24.64,14.88,3.96,100.0,6.6
2022-01-08,Zone_A,Cotton,58.95,10.6,56.6,6.15,15.95,Flowering,1,1,Winter,18.73,13.87,2.59,100.0,4.58
2022-01-09,Zone_C,Sugarcane,47.99,14.8,48.3,4.58,21.15,Flowering,1,1,Winter,24.62,15.9,3.54,100.0,5.93
2022-01-10,Zone_A,Wheat,62.53,16.1,62.3,6.04,18.71,Sowing,1,1,Winter,27.26,15.45,4.33,100.0,5.16
2022-01-11,Zone_C,Sugarcane,48.5,15.8,58.9,3.65,15.82,Vegetative,1,1,Winter,26.65,12.05,5.48,100.0,6.86
2022-01-12,Zone_D,Wheat,57.33,14.6,59.5,3.84,12.56,Flowering,1,1,Winter,24.88,10.22,5.89,100.0,6.36
